Title,Kaltmiete zzgl. Nebenkosten,Warmmiete,Nebenkosten,Heizkosten_1,Heizkosten_2,Miete pro Stellplatz,Rooms_number,Surface Area,Floor,availability,Zip Code,Additional Price Info,pics_number,energy_efficiency,Year of Construction,Condition,Heating type,Heating system,Price per sqm,Caution 1,Caution 2,Merkmale_1,Merkmale_2,Merkmale_3,Merkmale_4,Merkmale_5,Merkmale_6,Merkmale_7,Merkmale_8
Studio zur Miete,1.590 €,1.920 €,330 €,in Nebenkosten enthalten,,,2,44 m²,EG,Zustand der Immobilie,10717,,1 / 24,,,renoviert / saniert,Elektro,Zentralheizung,"36,14 Euro pro Quadratmeter",,2.000 €,Einbauküche,sofort,Terrasse,Haustiere erlaubt,möbliert,Erdgeschoss,,
Penthouse zur Miete,2.976 €,3.606 €,370 €,,260 €260 €,130 €130 €,4,123 m²,4.,Baujahr,12163,,1 / 21,A,2020.0,neuwertig,Gas,Fußbodenheizung,"24,20 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,sofort,Balkon,Garten,Parkhaus,Kelleranteil,4. Geschoss
Maisonette zur Miete,3.860 €,4.495 €,,in Warmmiete enthalten,,,3,"145,2 m²",3.,Baujahr,10437,,1 / 9,,1890.0,renoviert / saniert,,Fußbodenheizung,"26,58 Euro pro Quadratmeter",3 Nettokaltmieten,,"Einbauküche, Offene Küche, Speisekammer",Personenaufzug,kurzfristig nach Vereinbarung,Balkon,Tiefgarage,teilweise möbliert,3. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche"
Studio zur Miete,1.730 €,1.935 €,505 €,in Nebenkosten enthalten,,,2,38 m²,1.,Baujahr,10777,,1 / 24,,2020.0,Neubau,"Fernwärme, Luft-/Wasser-Wärmepumpe",Fußbodenheizung,"45,53 Euro pro Quadratmeter",,2.000 €,Einbauküche,Personenaufzug,sofort,Balkon,Haustiere erlaubt,möbliert,1. Geschoss,
Wohnung zur Miete · Wohnen auf Zeit,,1.300 €/Monat,,,,,1,40 m²,,01.05.2025,10245,,1 / 15,,,,,,,"3.870,00",,"Einbauküche, Kochnische",frei ab 01.05.2025,Haustiere erlaubt,möbliert,4. Geschoss,Bad mit Dusche,max. 2 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,1.595 €/Monat,,,,,3,65 m²,,07.05.2025,10785,,1 / 10,,,,,,,"1.800,00",,"Einbauküche, Kochnische",frei ab 07.05.2025,möbliert,7. Geschoss,Badewanne,max. 3 Personen,,
Studio zur Miete,,1.843 €,"214,49 €",in Warmmiete enthalten,,,2,"55,3 m²",3.,11.02.2025,10439,"Nettokaltmiete: 1.498,51 EUR",1 / 8,,2019.0,,,Etagenheizung,"27,11 Euro pro Quadratmeter","4.495,53",,Einbauküche,"Personenaufzug, Lastenaufzug",frei ab 11.02.2025,Kelleranteil,3. Geschoss,Bad mit Dusche,max. 2 Personen,6 Monate
Wohnung zur Miete · Wohnen auf Zeit,,2.160 €/Monat,,,,,2,65 m²,,05.05.2025,14059,,1 / 20,,,,,,,"4.000,00",,"Einbauküche, Kochnische",frei ab 05.05.2025,möbliert,4. Geschoss,Badewanne,max. 4 Personen,,
Studio zur Miete,1.400 €,1.830 €,430 €,in Nebenkosten enthalten,,,2,64 m²,4.,Zustand der Immobilie,12101,,1 / 15,,,renoviert / saniert,Elektro,Zentralheizung,"21,88 Euro pro Quadratmeter",,2.000 €,Einbauküche,Personenaufzug,sofort,Balkon,Haustiere erlaubt,möbliert,4. Geschoss,
Wohnung zur Miete,1.480 €,1.840 €,360 €,in Warmmiete enthalten,,70 €70 €,3,"91,6 m²",3.,01.03.2025,13581,,1 / 7,B,2020.0,"Neubau, neuwertig",Fernwärme,Fußbodenheizung,"16,16 Euro pro Quadratmeter",,4.440 €,Einbauküche,Personenaufzug,frei ab 01.03.2025,Balkon,Außen-Stellplatz,Kelleranteil,3. Geschoss,
Wohnung zur Miete · Wohnen auf Zeit,,2.390 €/Monat,,,,,1,60 m²,,01.05.2025,12047,,1 / 19,,,,,,,"3.600,00",,"Einbauküche, Kochnische",frei ab 01.05.2025,Haustiere erlaubt,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,
Studio zur Miete,2.345 €,2.919 €,574 €,in Nebenkosten enthalten,,,4,92 m²,3.,Zustand der Immobilie,10827,,1 / 22,,,renoviert / saniert,Elektro,Zentralheizung,"25,49 Euro pro Quadratmeter",,2.000 €,Einbauküche,Personenaufzug,sofort,Haustiere erlaubt,möbliert,3. Geschoss,Bad mit Fenster,
Studio zur Miete · Wohnen auf Zeit,1.400 €/Monat,1.700 €/Monat,300 €/Monat,in Warmmiete enthalten,,100 €100 €,2,50 m²,,ab sofort,13359,,1 / 29,B,2020.0,,Blockheizkraftwerk,,28 Euro pro Quadratmeter,,2.500 €,"Einbauküche, Offene Küche",Personenaufzug,frei ab 01.02.2025 bis 31.12.2025,Balkon,Gartenmitbenutzung,Tiefgarage,möbliert,5. Geschoss
Wohnung zur Miete,,1.600 €,,in Nebenkosten enthalten,,,2,"51,5 m²",4/6,Baujahr,10439,,1 / 23,B,2022.0,neuwertig,,,"27,18 Euro pro Quadratmeter","4.200,00 € + 800,00 € für die Küche",,Personenaufzug,"Balkon (gesamt 6,8 m²)",Garten,voll unterkellert,Nicht möbliert,4. Geschoss/6 Geschosse,Nicht barrierefrei,Badezimmer
Studio zur Miete,1.250 €,1.591 €,341 €,in Nebenkosten enthalten,,,2,63 m²,2.,Zustand der Immobilie,10965,,1 / 22,,,renoviert / saniert,"Fernwärme, Elektro",Zentralheizung,"19,84 Euro pro Quadratmeter",,2.000 €,Einbauküche,sofort,möbliert,2. Geschoss,,,,
Wohnung zur Miete · Wohnen auf Zeit,,2.400 €/Monat,,,,,2,52 m²,,06.05.2025,10439,,1 / 10,,,,,,,"4.500,00",,"Einbauküche, Offene Küche",frei ab 06.05.2025,möbliert,2. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen,,
Wohnung zur Miete,1.495 €,1.935 €,440 €,in Warmmiete enthalten,,80 €80 €,3,95 m²,1.,ab sofort,13158,,1 / 12,B,2020.0,"Neubau, neuwertig",Fernwärme,Fußbodenheizung,"15,73 Euro pro Quadratmeter",,4.485 €,Einbauküche,Frei ab sofort,Balkon,Außen-Stellplatz,Kelleranteil,1. Geschoss,,
Wohnung zur Miete,1.399 €,1.849 €,450 €,in Warmmiete enthalten,,,3,"99,5 m²",2.,Baujahr,12589,,1 / 13,B,2021.0,,Fernwärme,Fußbodenheizung,"14,06 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,sofort,Balkon,Kelleranteil,2. Geschoss,Badewanne,Bodenbelag: Parkett
Wohnung zur Miete,,,,,,,2,81 m²,EG,ab sofort,12627,,1 / 10,,1996.0,,Fernwärme,Zentralheizung,,keine Angabe,,Einbauküche,Kelleranteil,möbliert,Erdgeschoss,Bad mit Dusche,Loggia,,
Wohnung zur Miete,984 €,1.149 €,99 €,,66 €66 €,,1,"46,8 m²",4.,ab sofort,13587,,1 / 15,B,2024.0,"Neubau, neuwertig",Gas,Zentralheizung: Fußbodenheizung,"21,01 Euro pro Quadratmeter",,2.952 €,"Einbauküche, Speisekammer",Personenaufzug,2025,Balkon,Terrasse,4. Geschoss,Bad mit Dusche,Bodenbelag: Parkett
Wohnung zur Miete · Wohnen auf Zeit,,670 €/Monat,,,,,6,12 m²,,13.02.2025,13347,,1 / 13,,,,,,,"1.005,00",,"Einbauküche, Kochnische",frei ab 13.02.2025,möbliert,4. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,2.150 €/Monat,,,,,2,70 m²,,01.05.2025,10115,,1 / 13,,,,,,,"3.225,00",,"Einbauküche, Kochnische",frei ab 01.05.2025,möbliert,4. Geschoss,Bad mit Dusche,max. 2 Personen,,
Studio zur Miete,3.000 €,3.645 €,645 €,in Nebenkosten enthalten,,,4,111 m²,2.,Zustand der Immobilie,10785,,1 / 25,A,,renoviert / saniert,Elektro,Zentralheizung,"27,03 Euro pro Quadratmeter",,2.000 €,Einbauküche,Personenaufzug,sofort,Terrasse,Haustiere erlaubt,möbliert,2. Geschoss,Bad mit Fenster
Wohnung zur Miete · Wohnen auf Zeit,,1.497 €/Monat,,,,,1,38 m²,,01.05.2025,10407,,1 / 7,,,,,,,"1.497,00",,"Einbauküche, Offene Küche",frei ab 01.05.2025,möbliert,3. Geschoss,Badewanne,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.410 €/Monat,,,,,2,50 m²,,ab sofort,10781,,1 / 12,F,1969.0,Gepflegt,,Zentralheizung,,2 Warmendmieten,,Einbauküche,Personenaufzug,frei ab 10.02.2025 bis 31.01.2021,Balkon,möbliert,3. Geschoss,max. 1 Person,3 Monate
Wohnung zur Miete · Wohnen auf Zeit,,1.250 €/Monat,,,,,1,35 m²,,01.05.2025,10245,,1 / 10,,,,,,,"1.500,00",,"Einbauküche, Offene Küche",frei ab 01.05.2025,möbliert,Erdgeschoss,Bad mit Dusche,max. 1 Person,,
Wohnung zur Miete · Wohnen auf Zeit,,2.420 €/Monat,,,,,1,35 m²,,28.03.2025,10707,,1 / 21,,,,,,,"1.000,00",,"Einbauküche, Offene Küche",frei ab 28.03.2025,möbliert,2. Geschoss,Bad mit Dusche,max. 2 Personen,,
Studio zur Miete,,1.949 €,278 €,in Warmmiete enthalten,,,3,"79,1 m²",3.,01.05.2025,10318,"Nettokaltmiete: 1.671,00 EUR",1 / 14,,2023.0,,,Etagenheizung,"21,13 Euro pro Quadratmeter","5.013,00",,Einbauküche,"Personenaufzug, Lastenaufzug",frei ab 01.05.2025,Kelleranteil,3. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen,12 Monate
Wohnung zur Miete,,1.495 €,,in Nebenkosten enthalten,,,2,"63,3 m²",4/4,Baujahr,12557,,1 / 20,B,2024.0,neuwertig,Gas,,"18,84 Euro pro Quadratmeter",,3.500 €,Personenaufzug,Terrasse,Haustiere erlaubt,voll unterkellert,Nicht möbliert,4. Geschoss/4 Geschosse,Nicht barrierefrei,Badezimmer
Studio zur Miete,,,108 €,,81 €81 €,,2,54 m²,,Baujahr,13437,,1 / 5,,1958.0,,,,"18,50 Euro pro Quadratmeter",,2.997 €,Einbauküche,Balkon,,,,,,
Wohnung zur Miete · Wohnen auf Zeit,,1.490 €/Monat,,,,,2,50 m²,,Wesentliche Energieträger,10715,,1 / 6,,,,Fernwärme,,"29,80 Euro pro Quadratmeter",,3.490 €,Einbauküche,Personenaufzug,Tiefgarage,möbliert,5. Geschoss,"Badezimmer: Bad mit Dusche, Bad mit Fenster",max. 3 Personen,Bodenbelag: Laminat
Wohnung zur Miete,1.000 €,1.200 €,200 €,,100 €100 €,,2,55 m²,1.,Baujahr,10715,,1 / 8,,1930.0,Gepflegt,Gas,Zentralheizung,"18,18 Euro pro Quadratmeter",3.000 €,,Einbauküche,AB SOFORT,Balkon,1. Geschoss,"Badezimmer: Bad mit Dusche, Bad mit Fenster",Bodenbelag: Holzdielen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.595 €/Monat,,,,,2,37 m²,,16.03.2025,10249,,1 / 7,C,2023.0,neuwertig,Fernwärme,Fußbodenheizung,,1.595 €,,Einbauküche,Personenaufzug,frei ab 16.03.2025,Balkon,möbliert,1. Geschoss,Barrierefrei,Bad mit Dusche
Studio zur Miete,2.500 €,2.705 €,330 €,in Nebenkosten enthalten,,,2,55 m²,5.,Zustand der Immobilie,10249,,1 / 23,,,renoviert / saniert,Elektro,Zentralheizung,"45,45 Euro pro Quadratmeter",,2.000 €,Einbauküche,Personenaufzug,sofort,Terrasse,Haustiere erlaubt,möbliert,5. Geschoss,
Wohnung zur Miete · Wohnen auf Zeit,,2.630 €/Monat,,,,,3,72 m²,,07.05.2025,10435,,1 / 19,,,,,,,"5.200,00",,"Einbauküche, Offene Küche",frei ab 07.05.2025,möbliert,5. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 4 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.350 €/Monat,,,,,4,80 m²,,02.03.2025,10999,,1 / 22,,,,,,,"3.000,00",,"Einbauküche, Kochnische",frei ab 02.03.2025,möbliert,1. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen,,
Penthouse zur Miete,5.930 €,6.580 €,468 €,,182 €182 €,,4,"233,7 m²",7.,Baujahr,10117,,1 / 29,C,2006.0,Gepflegt,Fernwärme,Zentralheizung,"25,37 Euro pro Quadratmeter",17.790 €,,Einbauküche,Personenaufzug,ab sofort,Balkon,3 Stellplätze: 3 Tiefgaragenstellplätze,7. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche, Bad mit Fenster",Bodenbelag: Parkett
Wohnung zur Miete · Wohnen auf Zeit,,1.590 €/Monat,,,,,1,32 m²,,01.05.2025,10179,,1 / 12,,,,,,,"2.000,00",,"Einbauküche, Offene Küche",frei ab 01.05.2025,Haustiere erlaubt,möbliert,4. Geschoss,Bad mit Dusche,max. 2 Personen,
Wohnung zur Miete,,"516,25 €",75 €,,30 €30 €,,1,"34,8 m²",3.,ab sofort,12207,"Nettokaltmiete: 411,25 EUR",1 / 10,C,1964.0,,"Elektro, Gas",Zentralheizung,"11,81 Euro pro Quadratmeter","1233,75  €",,Personenaufzug,Frei ab sofort,Balkon,Haustiere erlaubt,Kelleranteil,3. Geschoss,,
Wohnung zur Miete · Wohnen auf Zeit,,2.390 €/Monat,,,,,2,60 m²,,30.04.2025,12047,,1 / 22,,,,,,,"3.400,00",,"Einbauküche, Kochnische",frei ab 30.04.2025,Haustiere erlaubt,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,
Studio zur Miete,2.175 €,2.680 €,505 €,in Nebenkosten enthalten,,,2,57 m²,1.,Baujahr,10179,,1 / 27,,2020.0,Neubau,"Fernwärme, Luft-/Wasser-Wärmepumpe",Fußbodenheizung,"38,16 Euro pro Quadratmeter",,2.000 €,Einbauküche,Personenaufzug,sofort,Haustiere erlaubt,möbliert,1. Geschoss,,
Wohnung zur Miete · Wohnen auf Zeit,,2.755 €/Monat,,,,,3,50 m²,,07.05.2025,13355,,1 / 24,,,,,,,"2.575,00",,"Einbauküche, Offene Küche",frei ab 07.05.2025,möbliert,1. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 3 Personen,,
Studio zur Miete,,599 €,"72,40 €",in Warmmiete enthalten,,,1,"18,1 m²",3.,11.02.2025,12459,"Nettokaltmiete: 481,60 EUR",1 / 7,,2022.0,,,Etagenheizung,"26,61 Euro pro Quadratmeter","1.444,80",,Einbauküche,"Personenaufzug, Lastenaufzug",frei ab 11.02.2025,3. Geschoss,Bad mit Dusche,max. 1 Person,6 Monate,
Wohnung zur Miete,,"8.760,40 €",,,1465 €1.465 €,,4,"202,7 m²",,Baujahr,14195,"Nettokaltmiete: 7.295,40 EUR",1 / 10,,2022.0,"Neubau, Erstbezug",Luft-/Wasser-Wärmepumpe,Zentralheizung,36 Euro pro Quadratmeter,"21.886,20",,Einbauküche,Personenaufzug,sofort,Garten,Terrasse,Kelleranteil,,
Wohnung zur Miete · Tauschwohnung,,,,,100 €100 €,,2,60 m²,,Fahrtzeitberechnung,10961,,1 / 7,,,,,,"8,33 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Haustiere erlaubt,Kelleranteil,"Bodenbelag: Holzdielen, Parkett",,,,
Wohnung zur Miete · Wohnen auf Zeit,,1.800 €/Monat,,,,,1,70 m²,,18.02.2025,10317,,1 / 8,,,,,,,keine Angabe,,vermietet,frei ab 18.02.2025,möbliert,max. 2 Personen,1 Monat,,,
Wohnung zur Miete · Tauschwohnung,,,,,250 €250 €,,2,64 m²,1.,Fahrtzeitberechnung,10829,,1 / 5,,,,,Zentralheizung: Fußbodenheizung,"8,28 Euro pro Quadratmeter",keine Angabe,,Balkon,Terrasse,Haustiere erlaubt,1. Geschoss,Barrierefrei,"Badezimmer: Badewanne, Bad mit Dusche",Bodenbelag: Laminat,
Wohnung zur Miete · Tauschwohnung,,,,,,,2,62 m²,,Fahrtzeitberechnung,10117,,1 / 6,,,,,Zentralheizung: Fußbodenheizung,"14,19 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,Stellplatz,Kelleranteil,Barrierefrei
Wohnung zur Miete · Wohnen auf Zeit,,822 €/Monat,,,,,4,"16,5 m²",,04.04.2025,10245,,1 / 4,,,,,,,"1.233,00",,"Einbauküche, Kochnische",frei ab 04.04.2025,Balkon,möbliert,4. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person
Wohnung zur Miete · Tauschwohnung,,,,,,,2,50 m²,,Fahrtzeitberechnung,10247,,1 / 3,,,,,,17 Euro pro Quadratmeter,keine Angabe,,Einbauküche,Personenaufzug,Badewanne,Bodenbelag: Parkett,,,,
Wohnung zur Miete · Tauschwohnung,,,,,,,"1,5",53 m²,,Fahrtzeitberechnung,13347,,1 / 6,,,,,,"11,60 Euro pro Quadratmeter",keine Angabe,,,,,,,,,
Wohnung zur Miete,1.900 €,2.250 €,350 €,in Warmmiete enthalten,,,4,"94,7 m²",3.,15.02.2025,13585,,1 / 25,B,2024.0,Erstbezug,Fernwärme,Fußbodenheizung,"20,07 Euro pro Quadratmeter",,5.700 €,Einbauküche,Personenaufzug,frei ab 15.02.2025,Balkon,Haustiere erlaubt,Kelleranteil,3. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche, Bad mit Fenster"
Wohnung zur Miete · Tauschwohnung,,,,,,,3,80 m²,,Fahrtzeitberechnung,10961,,1 / 11,,,,,,"7,50 Euro pro Quadratmeter",keine Angabe,,,,,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,300 €300 €,,4,104 m²,,Fahrtzeitberechnung,10247,,1 / 16,,,,,,"15,87 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Kelleranteil,Bodenbelag: Parkett,,,,,
Wohnung zur Miete · Wohnen auf Zeit,,1.480 €/Monat,,,,,1,39 m²,,24.02.2025,12053,,1 / 11,,,,,,,"2.000,00",,"Einbauküche, Kochnische",frei ab 24.02.2025,möbliert,1. Geschoss,Bad mit Dusche,max. 1 Person,,
Wohnung zur Miete,,,133 €,in Warmmiete enthalten,,105 €105 €,2,"55,2 m²",2.,Fahrtzeitberechnung,12355,"Nettokaltmiete: 1.095,00 EUR",1 / 26,B,2023.0,neuwertig,Fernwärme,Fußbodenheizung,"19,85 Euro pro Quadratmeter","3.600,00",,Einbauküche,Personenaufzug,sofort,Balkon,Tiefgarage,Kelleranteil,2. Geschoss,Bad mit Dusche
Wohnung zur Miete · Tauschwohnung,,,,,104 €104 €,,"2,5",65 m²,5.,Fahrtzeitberechnung,12103,,1 / 11,,,,,Zentralheizung,"10,14 Euro pro Quadratmeter",keine Angabe,,Kelleranteil,5. Geschoss,Bodenbelag: Holzdielen,,,,,
Wohnung zur Miete · Wohnen auf Zeit,,720 €/Monat,,,,,1,10 m²,,16.04.2025,10789,,1 / 7,,,,,,,,950 €,"Einbauküche, Kochnische",frei ab 16.04.2025,möbliert,2. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",WG-geeignet,max. 1 Person,
Wohnung zur Miete · Tauschwohnung,,,,,,,1,70 m²,,Fahrtzeitberechnung,13357,,1 / 4,,,,,,20 Euro pro Quadratmeter,keine Angabe,,,,,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,,,"2,5",58 m²,1.,Fahrtzeitberechnung,12159,,1 / 16,,,,,Zentralheizung,"13,79 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,teilweise möbliert,1. Geschoss,"Bodenbelag: Fliesen, Laminat"
Wohnung zur Miete,,,304 €,in Warmmiete enthalten,,,2,76 m²,3.,Fahrtzeitberechnung,12157,"Nettokaltmiete: 1.650,00 EUR",1 / 10,A,2023.0,Erstbezug,Gas,Fußbodenheizung,"21,71 Euro pro Quadratmeter","4.950,00",,Einbauküche,Personenaufzug,nach Absprache,Tiefgarage,Kelleranteil,3. Geschoss,Barrierefrei,Bad mit Dusche
Studio zur Miete,,699 €,70 €,in Warmmiete enthalten,,,1,"12,1 m²",1.,01.04.2025,12459,"Nettokaltmiete: 584,00 EUR",1 / 8,,2018.0,,,Etagenheizung,"48,26 Euro pro Quadratmeter","1.752,00",,Einbauküche,"Personenaufzug, Lastenaufzug",frei ab 01.04.2025,1. Geschoss,Bad mit Dusche,max. 1 Person,6 Monate,
Wohnung zur Miete · Wohnen auf Zeit,,1.280 €/Monat,,,150 €150 €,100 €100 €,1,"32,5 m²",,ab sofort,10717,"Nettokaltmiete: 1.000,00 EUR",1 / 30,,1961.0,Erstbezug,,Zentralheizung,"30,80 Euro pro Quadratmeter",3-fache Miete,,Personenaufzug,Frei ab sofort,Balkon,Außen-Stellplatz,voll unterkellert,5. Geschoss,Bodenbelag: Parkett,
Wohnung zur Miete · Tauschwohnung,,,,,80 €80 €,,2,50 m²,,Fahrtzeitberechnung,10825,,1 / 5,,,,,Etagenheizung,11 Euro pro Quadratmeter,keine Angabe,,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,Badewanne,,,
Wohnung zur Miete,1.540 €,1.900 €,360 €,in Nebenkosten enthalten,,,2,58 m²,1.,ab sofort,10439,,,,,,,,"26,55 Euro pro Quadratmeter",2 Monatsmieten,,Personenaufzug,neuwertig,Balkon,möbliert,1. Geschoss,Bad mit Dusche,Bodenbelag: Parkett,Fenster: Aluminium
Wohnung zur Miete · Tauschwohnung,,,,,,,3,87 m²,4.,Fahrtzeitberechnung,10969,,1 / 12,,,,,Zentralheizung,"14,14 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Kelleranteil,4. Geschoss,Bad mit Dusche,"Bodenbelag: Fliesen, Holzdielen, Parkett",,,
Wohnung zur Miete · Wohnen auf Zeit,,798 €/Monat,,,,,2,"9,7 m²",,04.04.2025,12043,,1 / 10,,,,,,,"1.197,00",,"Einbauküche, Kochnische",frei ab 04.04.2025,möbliert,Erdgeschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Tauschwohnung,,,,,150 €150 €,,2,56 m²,3.,Fahrtzeitberechnung,10963,,1 / 6,,,,,,"10,18 Euro pro Quadratmeter",keine Angabe,,Balkon,Terrasse,Kelleranteil,3. Geschoss,"Bodenbelag: Laminat, Kunststoff",,,
Wohnung zur Miete · Tauschwohnung,,,,,,,2,65 m²,,Fahrtzeitberechnung,10437,,1 / 2,,,,,,"13,09 Euro pro Quadratmeter",keine Angabe,,,,,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,,,3,60 m²,4.,Fahrtzeitberechnung,10961,,1 / 9,,,,,Zentralheizung,"16,67 Euro pro Quadratmeter",keine Angabe,,Balkon,Terrasse,Haustiere erlaubt,4. Geschoss,Badewanne,"Bodenbelag: Fliesen, Laminat, Kunststoff",,
Wohnung zur Miete · Tauschwohnung,,,,,100 €100 €,,1,48 m²,3.,Fahrtzeitberechnung,12055,,1 / 4,,,,,Zentralheizung,"7,92 Euro pro Quadratmeter",keine Angabe,,Haustiere erlaubt,Kelleranteil,3. Geschoss,"Bodenbelag: Fliesen, Holzdielen, Kunststoff",,,,
Wohnung zur Miete · Tauschwohnung,,,,,150 €150 €,,1,40 m²,,Fahrtzeitberechnung,10409,,1 / 8,,,,,,"12,50 Euro pro Quadratmeter",keine Angabe,,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,Badewanne,"Bodenbelag: Fliesen, Laminat",,
Wohnung zur Miete · Tauschwohnung,,,,,,,2,74 m²,4.,Fahrtzeitberechnung,10713,,1 / 5,,,,,Zentralheizung,"10,14 Euro pro Quadratmeter",keine Angabe,,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,4. Geschoss,Badewanne,Bodenbelag: Kunststoff
Wohnung zur Miete · Wohnen auf Zeit,,685 €/Monat,,,,,5,10 m²,,04.04.2025,10178,,1 / 9,,,,,,,"1.027,50",,"Einbauküche, Kochnische",frei ab 04.04.2025,möbliert,4. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,1.166 €/Monat,,,,,1,30 m²,,ab sofort,12621,,1 / 7,,,,,,,"1.200,00",,"Einbauküche, Offene Küche",Frei ab sofort,möbliert,Erdgeschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Tauschwohnung,,,,,,,"4,5",136 m²,5.,Fahrtzeitberechnung,10553,,1 / 26,,,,,Etagenheizung,"11,88 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,Kelleranteil,5. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche","Bodenbelag: Fliesen, Parkett, Laminat",
Wohnung zur Miete · Wohnen auf Zeit,,2.016 €/Monat,,,,,2,50 m²,,01.05.2025,10999,,1 / 10,,,,,,,"4.000,00",,"Einbauküche, Kochnische",frei ab 01.05.2025,möbliert,4. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Tauschwohnung,,,,,,,2,43 m²,,Fahrtzeitberechnung,10365,,1 / 5,,,,,,"16,53 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,Badewanne,"Bodenbelag: Fliesen, Parkett",
Wohnung zur Miete · Tauschwohnung,,,,,220 €220 €,,2,61 m²,2.,Fahrtzeitberechnung,10247,,1 / 11,,,,,,"10,82 Euro pro Quadratmeter",keine Angabe,,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,2. Geschoss,Badewanne,"Bodenbelag: Fliesen, Laminat"
Wohnung zur Miete · Tauschwohnung,,,,,,,2,57 m²,2.,Fahrtzeitberechnung,10369,,1 / 8,,,,,Zentralheizung,"12,63 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Kelleranteil,2. Geschoss,Barrierefrei,Badewanne
Wohnung zur Miete · Tauschwohnung,,,,,,,3,85 m²,2.,Fahrtzeitberechnung,10589,,1 / 11,,,,,Etagenheizung,"8,82 Euro pro Quadratmeter",keine Angabe,,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,2. Geschoss,Badewanne,"Bodenbelag: Fliesen, Holzdielen, Parkett",
Wohnung zur Miete · Tauschwohnung,,,,,,,2,80 m²,2.,Fahrtzeitberechnung,10437,,1 / 17,,,,,,15 Euro pro Quadratmeter,keine Angabe,,Einbauküche,Balkon,Terrasse,Kelleranteil,2. Geschoss,,,
Wohnung zur Miete · Tauschwohnung,,,,,277 €277 €,,2,62 m²,2.,Fahrtzeitberechnung,14197,,1 / 9,,,,,Zentralheizung,"8,94 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,2. Geschoss,Badewanne,"Bodenbelag: Fliesen, Laminat"
Wohnung zur Miete · Wohnen auf Zeit,,990 €/Monat,,,,,1,25 m²,,17.02.2025,10247,,1 / 11,,,,,,,"2.970,00",,"Einbauküche, Offene Küche",frei ab 17.02.2025,möbliert,4. Geschoss,Bad mit Dusche,max. 1 Person,,
Wohnung zur Miete · Tauschwohnung,,,,,80 €80 €,,1,39 m²,,Fahrtzeitberechnung,10245,,1 / 8,,,,,,"17,44 Euro pro Quadratmeter",keine Angabe,,,,,,,,,
